date,campaign,cost
2026-05-16,Pmax_Matwork,73.694945
2026-05-16,Search_Matwork,43.785624
2026-05-17,Pmax_Matwork,76.800314
2026-05-17,Search_Matwork,20.249792
2026-05-18,Pmax_Matwork,76.082485
2026-05-18,Search_Matwork,159.955552
2026-05-19,Pmax_Matwork,83.522126
2026-05-19,Search_Matwork,93.739845
2026-05-20,Pmax_Matwork,76.551899
2026-05-20,Search_Matwork,90.045312
2026-05-21,Pmax_Matwork,77.655159
2026-05-21,Search_Matwork,78.324780
2026-05-22,Pmax_Matwork,79.200754
2026-05-22,Search_Matwork,34.276987
2026-05-23,Pmax_Matwork,60.946316
2026-05-23,Search_Matwork,48.370736
2026-05-24,Pmax_Matwork,108.874411
2026-05-24,Search_Matwork,86.554683
2026-05-25,Pmax_Matwork,67.433888
2026-05-25,Search_Matwork,115.996643
2026-05-26,Pmax_Matwork,72.396693
2026-05-26,Search_Matwork,87.656159
2026-05-27,Pmax_Matwork,58.592169
2026-05-27,Search_Matwork,97.017242
2026-05-28,Pmax_Matwork,82.661501
2026-05-28,Search_Matwork,80.044792
2026-05-29,Pmax_Matwork,81.453259
2026-05-29,Search_Matwork,51.904256
2026-05-30,Pmax_Matwork,73.481620
2026-05-30,Search_Matwork,27.251411
2026-05-31,Pmax_Matwork,68.352012
2026-05-31,Search_Matwork,34.291329
2026-06-01,Pmax_Matwork,93.134813
2026-06-01,Search_Matwork,82.381188
2026-06-02,Pmax_Matwork,57.114860
2026-06-02,Search_Matwork,58.572674
2026-06-23,Search_Match_Analyst,106.573770
2026-06-23,Search_Osservatore,116.500000
2026-06-24,Search_Match_Analyst,105.918033
2026-06-24,Search_Osservatore,117.172131
2026-06-25,Search_Match_Analyst,96.913158
2026-06-25,Search_Osservatore,99.831006
2026-06-26,Search_Match_Analyst,118.011849
2026-06-26,Search_Osservatore,106.569881
2026-06-27,Search_Match_Analyst,113.262993
2026-06-27,Search_Osservatore,105.373679
2026-06-28,Search_Match_Analyst,74.067083
2026-06-28,Search_Osservatore,66.694895
2026-06-29,Search_Match_Analyst,71.508806
2026-06-29,Search_Osservatore,68.755311
2026-06-30,Search_Match_Analyst,70.537417
2026-06-30,Search_Osservatore,68.537502
2026-07-01,Search_Match_Analyst,98.661335
2026-07-01,Search_Osservatore,98.573370
2026-07-02,Search_Match_Analyst,102.597877
2026-07-02,Search_Osservatore,101.182933
2026-07-03,Search_Match_Analyst,100.339940
2026-07-03,Search_Osservatore,96.342327
2026-07-04,Search_Match_Analyst,108.340105
2026-07-04,Search_Osservatore,107.300573
2026-07-05,Search_Match_Analyst,97.704147
2026-07-05,Search_Osservatore,100.424618
2026-07-06,Search_Match_Analyst,81.071105
2026-07-06,Search_Osservatore,105.636774
2026-07-07,Search_Match_Analyst,99.066448
2026-07-07,Search_Osservatore,101.506835
2026-07-08,Search_Match_Analyst,115.638612
2026-07-08,Search_Osservatore,102.097796
2026-07-09,Search_Match_Analyst,107.657252
2026-07-09,Search_Osservatore,99.507334
2026-07-10,Search_Match_Analyst,100.662981
2026-07-10,Search_Osservatore,99.563682
2026-07-11,Search_Match_Analyst,108.179174
2026-07-11,Search_Osservatore,104.849452
2026-07-12,Search_Match_Analyst,100.213751
2026-07-12,Search_Osservatore,100.403837
2026-07-13,Search_Match_Analyst,81.139423
2026-07-13,Search_Osservatore,95.514143
2026-07-14,Search_Match_Analyst,105.078091
2026-07-14,Search_Osservatore,103.412045
2026-07-15,Search_Match_Analyst,108.904344
2026-07-15,Search_Osservatore,106.072824
2026-07-16,Search_Match_Analyst,93.102986
2026-07-16,Search_Osservatore,99.695755
2026-07-17,Search_Match_Analyst,108.831945
2026-07-17,Search_Osservatore,94.081177
2026-07-18,Search_Match_Analyst,98.279534
2026-07-18,Search_Osservatore,84.749488
2026-07-19,Search_Match_Analyst,89.501431
2026-07-19,Search_Osservatore,66.620005
2026-07-20,Match_Demand_Gen,3.821108
2026-07-20,Search_Match_Analyst,81.812921
2026-07-20,Search_Osservatore,134.077808
2026-07-21,Match_Demand_Gen,58.446275
2026-07-21,Search_Match_Analyst,87.746027
2026-07-21,Search_Osservatore,116.267351
2026-07-22,Match_Demand_Gen,15.846753
2026-07-22,Match_Demand_Gen_Conversion,6.407304
2026-07-22,Search_Match_Analyst,53.494027
2026-07-22,Search_Osservatore,77.420859
2026-07-23,Match_Demand_Gen,48.742108
2026-07-23,Match_Demand_Gen_Conversion,84.941444
2026-07-23,Search_Match_Analyst,49.549989
2026-07-23,Search_Osservatore,73.853852
2026-07-24,Match_Demand_Gen,32.297569
2026-07-24,Search_Match_Analyst,56.114955
2026-07-24,Search_Osservatore,61.367331
2026-07-25,Match_Demand_Gen,34.456673
2026-07-25,Search_Match_Analyst,47.069027
2026-07-25,Search_Osservatore,68.901598
2026-07-26,Match_Demand_Gen,34.607817
2026-07-26,Search_Match_Analyst,45.470801
2026-07-26,Search_Osservatore,69.258127
2026-07-27,Match_Demand_Gen,32.124523
2026-07-27,Search_Match_Analyst,54.708504
2026-07-27,Search_Osservatore,73.777652
2026-07-28,Match_Demand_Gen,29.526071
2026-07-28,Match_Demand_Gen_Cold,30.353010
2026-07-28,Search_Match_Analyst,43.868568
2026-07-28,Search_Osservatore,79.402968
2026-07-29,Match_Demand_Gen,24.336042
2026-07-29,Match_Demand_Gen_Cold,30.639981
2026-07-29,Search_Match_Analyst,45.045917
2026-07-29,Search_Osservatore,70.223740
2026-07-30,Match_Demand_Gen,24.077735
2026-07-30,Match_Demand_Gen_Cold,30.224705
2026-07-30,Search_Match_Analyst,55.221703
2026-07-30,Search_Osservatore,69.922954
2026-07-31,Match_Demand_Gen,21.921544
2026-07-31,Match_Demand_Gen_Cold,28.814255
2026-07-31,Search_Match_Analyst,71.802738
2026-07-31,Search_Osservatore,56.020022
2026-08-01,Match_Demand_Gen,29.439628
2026-08-01,Match_Demand_Gen_Cold,29.761009
2026-08-01,Search_Match_Analyst,75.184259
2026-08-01,Search_Osservatore,62.402171
2026-08-02,Match_Demand_Gen,31.105402
2026-08-02,Match_Demand_Gen_Cold,31.374827
2026-08-02,Search_Match_Analyst,64.998411
2026-08-02,Search_Osservatore,78.245447
2026-08-03,Match_Demand_Gen,30.779323
2026-08-03,Match_Demand_Gen_Cold,29.444030
2026-08-03,Search_Match_Analyst,76.055405
2026-08-03,Search_Osservatore,56.624867
2026-08-04,Match_Demand_Gen,30.504262
2026-08-04,Match_Demand_Gen_Cold,30.553314
2026-08-04,Search_Match_Analyst,68.014634
2026-08-04,Search_Osservatore,87.352309
2026-08-05,Match_Demand_Gen,25.058084
2026-08-05,Match_Demand_Gen_Cold,19.673988
2026-08-05,Search_Match_Analyst,61.516214
2026-08-05,Search_Osservatore,60.076588
2026-08-06,Search_Match_Analyst,113.223550
2026-08-06,Search_Osservatore,125.043097
2026-08-07,Search_Match_Analyst,143.221469
2026-08-07,Search_Osservatore,103.270912
2026-08-08,Search_Match_Analyst,101.255548
2026-08-08,Search_Osservatore,68.870006
2026-08-09,Search_Match_Analyst,86.366688
2026-08-09,Search_Osservatore,117.400021
2026-08-10,Search_Match_Analyst,119.821782
2026-08-10,Search_Osservatore,159.508721
2026-08-11,Search_Match_Analyst,104.011458
2026-08-11,Search_Osservatore,109.047329
2026-08-12,Search_Match_Analyst,103.721020
2026-08-12,Search_Osservatore,108.783170
2026-08-13,Search_Match_Analyst,95.996335
2026-08-13,Search_Osservatore,105.538934
2026-08-14,Search_Match_Analyst,103.746134
2026-08-14,Search_Osservatore,98.281109
2026-08-15,Search_Match_Analyst,70.403187
2026-08-15,Search_Osservatore,52.362914
2026-08-16,Search_Match_Analyst,113.990321
2026-08-16,Search_Osservatore,112.855498
2026-08-17,Search_Match_Analyst,129.444704
2026-08-17,Search_Osservatore,127.277190
2026-08-18,Search_Match_Analyst,101.280258
2026-08-18,Search_Osservatore,95.108132
2026-08-19,Search_Match_Analyst,94.766540
2026-08-19,Search_Osservatore,95.196433
2026-08-20,Search_Match_Analyst,119.940827
2026-08-20,Search_Osservatore,111.847165
2026-08-21,Search_Match_Analyst,71.428593
2026-08-21,Search_Osservatore,49.847312
2026-08-22,Search_Match_Analyst,67.556897
2026-08-22,Search_Osservatore,50.399556
2026-08-23,Search_Match_Analyst,126.238579
2026-08-23,Search_Osservatore,50.857494
2026-08-24,Search_Match_Analyst,120.821475
2026-08-24,Search_Osservatore,66.177931
2026-08-25,Search_Match_Analyst,98.623511
2026-08-25,Search_Osservatore,59.585416
2026-08-26,Search_Match_Analyst,89.141683
2026-08-26,Search_Osservatore,59.420966
2026-08-27,Search_Match_Analyst,94.453870
2026-08-27,Search_Osservatore,58.371369
2026-08-28,Search_Match_Analyst,121.215828
2026-08-28,Search_Osservatore,38.053720
2026-08-29,Search_Match_Analyst,81.883238
2026-08-29,Search_Osservatore,36.447062
2026-08-30,Search_Match_Analyst,91.711611
2026-08-30,Search_Osservatore,36.661178
2026-08-31,Search_Match_Analyst,74.634409
2026-08-31,Search_Osservatore,44.783081
2026-09-01,Search_Match_Analyst,82.237213
2026-09-01,Search_Osservatore,32.222369
2026-09-02,Search_Match_Analyst,88.648784
2026-09-02,Search_Osservatore,44.550424
2026-09-03,Search_Match_Analyst,136.597861
2026-09-03,Search_Osservatore,85.883182
2026-09-04,Search_Match_Analyst,133.373411
2026-09-04,Search_Osservatore,42.125526
2026-09-05,Search_Match_Analyst,98.928559
2026-09-05,Search_Osservatore,50.034362
2026-09-06,Search_Match_Analyst,114.519129
2026-09-06,Search_Osservatore,57.645992
2026-09-07,Search_Match_Analyst,107.465298
2026-09-07,Search_Osservatore,61.963161
2026-09-08,Search_Match_Analyst,107.470339
2026-09-08,Search_Osservatore,56.838060
2026-09-09,Search_Match_Analyst,111.170517
2026-09-09,Search_Osservatore,50.201768
2026-09-10,Search_Match_Analyst,109.403890
2026-09-10,Search_Osservatore,51.733350
2026-09-11,Search_Match_Analyst,98.678105
2026-09-11,Search_Osservatore,52.085412
2026-09-12,Search_Match_Analyst,72.576402
2026-09-12,Search_Osservatore,42.412009
2026-09-13,Search_Match_Analyst,126.751427
2026-09-13,Search_Osservatore,47.685506
2026-09-14,Search_Match_Analyst,112.946970
2026-09-14,Search_Osservatore,60.902682
2026-09-15,Search_Match_Analyst,105.964506
2026-09-15,Search_Osservatore,54.727378
2026-09-16,Search_Match_Analyst,106.751532
2026-09-16,Search_Osservatore,55.867317
2026-09-17,Search_Match_Analyst,107.137563
2026-09-17,Search_Osservatore,54.550304
2026-09-18,Search_Match_Analyst,102.437585
2026-09-18,Search_Osservatore,52.560242
2026-09-19,Search_Match_Analyst,97.761615
2026-09-19,Search_Osservatore,48.124354
2026-09-20,Search_Match_Analyst,96.754400
2026-09-20,Search_Osservatore,49.053349
2026-09-21,Search_Match_Analyst,100.537848
2026-09-21,Search_Osservatore,53.678685
2026-09-22,Search_Match_Analyst,100.685459
2026-09-22,Search_Osservatore,53.229060
2026-09-23,Search_Match_Analyst,102.552035
2026-09-23,Search_Osservatore,54.434773
2026-09-24,Search_Match_Analyst,103.486939
2026-09-24,Search_Osservatore,49.518893
2026-09-25,Search_Match_Analyst,11.392049
2026-09-25,Search_Osservatore,4.964765
